,Index,Name,Recoil %,Ergonomics,Accuracy,Muzzle Velocity,Icon
132,,HK Noveske style muzzle brake & compensator for MP-5,-15,-3,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/af/HKNoveskeMP5icon.png/revision/latest/scale-to-width-down/64?cb=20190104000816
133,,PM-Laser DTK-TT muzzle brake for TT pistol,-12,-1,+2,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/41/PMLaserDTK-TTMuzzleBrakeicon.png/revision/latest/scale-to-width-down/64?cb=20190101205005
134,,Izhmash 5.45x39 RPK-16 muzzle brake & compensator,-8,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/fc/Izhmash_5.45x39_RPK-16_muzzlebrake_%26_compensator_icon.png/revision/latest/scale-to-width-down/64?cb=20181230160504
135,,ADAR 2-15.56x45 Flashhider,-7,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/32/ADAR2-15Muzzleicon.png/revision/latest/scale-to-width-down/64?cb=20190104001208
136,,Noveske KX3 5.56x45 flash hider,-8,-3,+3,+0.4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/23/Kx3.png/revision/latest/scale-to-width-down/64?cb=20180319232320
137,,Muzzle brake Odin Works Atlas-7 7.62x51 for AR-10,-14,-1,+2,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d6/OdinMuzzleIcon.png/revision/latest/scale-to-width-down/64?cb=20181119192049
138,,Tacfire Tanker style muzzle brake for Mosin rifle,-13,-3,+2,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f0/TankerMuzzleIcon.png/revision/latest/scale-to-width-down/64?cb=20181114221942
139,,Witt Machine muzzle brake for Mosin rifle,-29,-1,-1,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/00/WittMuzzleIcon.png/revision/latest/scale-to-width-down/64?cb=20181114221658
140,,HK A1 4.6x30 Flash hider for MP7,-5,-1,+3,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f0/MP7FlashHiderIcon.png/revision/latest/scale-to-width-down/64?cb=20181111230228
141,,"DS Arms ""Austrian Style"" 7.62x51 muzzle brake for SA-58",-11,-1,+4,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ab/FAL_Austrian_Muzzle_Icon.png/revision/latest/scale-to-width-down/64?cb=20180923091853
142,,"Compensator 2A ""X3"" 7.62x51 for AR-10",-9,-1,+4,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/64/2A_X3_Icon.png/revision/latest/scale-to-width-down/64?cb=20180923101718
143,,"Annihilator 7.62x39, 5.56x45 and 9mm flash hider for AR-15",-8,-1,,+0.4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/29/Anihilator_Icon.png/revision/latest/scale-to-width-down/64?cb=20180805172717
144,,"DS Arms ""3 prong trident"" 7.62x51 Flash hider for SA-58",-7,-1,+3,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b7/SA58_3Prong_Icon.png/revision/latest/scale-to-width-down/64?cb=20180804170311
145,,Phantom 7.62x51 muzzle brake & compensator for M14,-8,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1f/Phantomicon.png/revision/latest/scale-to-width-down/64?cb=20180513163753
146,,Vortex DC 7.62x51 muzzle brake & compensator for M14,-5,-1,+2,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c1/Vortexicon.png/revision/latest/scale-to-width-down/64?cb=20180513163757
147,,National Match 7.62x51 muzzle brake & compensator for M1A,-7,-2,+2,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/NationalMatchMBIcon.png/revision/latest/scale-to-width-down/64?cb=20180603133113
148,,JP Enterprises tactical compensator 7.62x51 muzzle brake & compensator for M14,-15,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ed/Jpmuzzlem1icon.png/revision/latest/scale-to-width-down/64?cb=20180611020200
149,,Good Iron 7.62x51 muzzle brake & compensator for M14,-10,-1,+1,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d2/GoodIronIcon.png/revision/latest/scale-to-width-down/64?cb=20180513163749
150,,Izhmash 5.45x39 AK-74 muzzle brake & compensator (6P20 0-20),-8,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/49/6p20.png/revision/latest/scale-to-width-down/64?cb=20180325142247
151,,Zenit DTK-1 7.62x39 & 5.45x39 muzzle brake & compensator for AK,-13,-2,,+0.4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e4/DTK-1.png/revision/latest/scale-to-width-down/64?cb=20190517230229
152,,Izhmash 5.45x39 muzzle brake for AKS-74U (6P26 0-20),-8,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a4/6P26.png/revision/latest/scale-to-width-down/64?cb=20180325193826
153,,Colt USGI A2 5.56x45 Flash hider for AR-15,-7,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/Usgia2.png/revision/latest/scale-to-width-down/64?cb=20190517230427
154,,PWS CQB 5.56 x 45 Muzzle brake,-12,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a1/Pwsm4.png/revision/latest/scale-to-width-down/64?cb=20180325142257
155,,A2 9x19 Flash hider for MPX,-7,-1,+3,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e9/Mpxa2.png/revision/latest/scale-to-width-down/64?cb=20180325142253
156,,SV-98 muzzle device,-7,-1,,,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f9/Sv98thread.png/revision/latest/scale-to-width-down/64?cb=20180325142301
157,,Muzzle brake Vendetta precision VP-09 5.56x45,-9,-2,+4,+1.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/24/Vpo09.png/revision/latest/scale-to-width-down/64?cb=20180325142305
158,,Izhmash 9x19 PP-19-01 muzzle brake/compensator,-6,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ad/Pp19muzz.png/revision/latest/scale-to-width-down/64?cb=20190517224300
159,,Izhmash 9x19 Saiga-9 muzzle brake/compensator,-7,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a9/Saiga9muz.png/revision/latest/scale-to-width-down/64?cb=20190517224318
160,,PWS CQB 74 5.45x39 Muzzle brake,-15,-3,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/04/Pws74.png/revision/latest/scale-to-width-down/64?cb=20180325142256
161,,DVL-10 M2 muzzle brake,-11,-2,,,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6b/DVL-10_M2.png/revision/latest/scale-to-width-down/64?cb=20180325193836
162,,DVL-10 muzzle device,-12,-3,,,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/3b/DVL-10_MD.png/revision/latest/scale-to-width-down/64?cb=20180325194045
163,,Tromix Monster Claw 12ga muzzle brake,-24,-5,,,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ae/12gamonster.png/revision/latest/scale-to-width-down/64?cb=20180325142247
164,,GK-02 Muzzle Brake,-14,-1,,+0.25,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f4/Gk02.png/revision/latest/scale-to-width-down/64?cb=20190517230414
165,,Remington Tactical Choke 12ga,-8,,+5,+0.25,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/fd/Choke12ga.png/revision/latest/scale-to-width-down/64?cb=20190517213058
166,,Socom 16 7.62x51 muzzle brake & compensator for M1A (threaded),-3,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a0/Socom16thicon.png/revision/latest/scale-to-width-down/64?cb=20180529235118
167,,Izhmash 5.56x45 AK-101 muzzlebrake & compensator,-8,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7f/Ak101mbicon.png/revision/latest/scale-to-width-down/64?cb=20180506164813
168,,Izhmash 5.45x39 AK-74M muzzle brake & compensator (6P20 0-20),-8,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/25/6P20_0-20Icon.png/revision/latest/scale-to-width-down/64?cb=20180506163904
169,,Izhmash 5.45x39 AK-105 muzzlebrake & compensator (6P44 0-20),-8,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/54/6P44_0-20Icon.png/revision/latest/scale-to-width-down/64?cb=20180506164235
170,,Izhmash 7.62x39 AK-104 muzzlebrake & compensator (6P46 0-20),-10,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ed/6p46icon.png/revision/latest/scale-to-width-down/64?cb=20180506164511
171,,Izhmash 7.62x39 AK-103 muzzlebrake & compensator,-10,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/72/Ak103mbicon.png/revision/latest/scale-to-width-down/64?cb=20180506164855
172,,Izhmash 5.56x45 AK-102 muzzlebrake & compensator (6P44 0-20),-8,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/54/6P44_0-20Icon.png/revision/latest/scale-to-width-down/64?cb=20180506164235
173,,Socom 16 7.62x51 muzzle brake & compensator for M1A (unthreaded),-5,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f4/Socom16muzzleicon.png/revision/latest/scale-to-width-down/64?cb=20180506170043
174,,Spike tactical dynacomp 7.62x39 muzzle brake & compensator for AK,-11,-3,,+0.4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/81/Dynacompicon.png/revision/latest/scale-to-width-down/64?cb=20180506165454
175,,Texas Precision Products muzzle brake for Mosin rifle,-23,-2,+3,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2b/Tpp_icon.png/revision/latest/scale-to-width-down/64?cb=20181110042232
176,,Fortis Red Brake 7.62x51 muzzle brake for AR-10,-15,-1,,+1,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/8c/RedBrakeIcon.png/revision/latest/scale-to-width-down/64?cb=20191030045013
177,,ASh-12 regular muzzle brake 12.7x55,-24,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d4/Ash-12_MB_Icon.png/revision/latest/scale-to-width-down/64?cb=20191226184136
178,,FN P90 5.7x28 flash hider,-7,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d9/FN_P90_5.7x28_flash_hider_icon.png/revision/latest/scale-to-width-down/64?cb=20191119094847
179,,SRVV 5.45x39 AK-74 muzzle brake,-15,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/92/SRVV_5.45_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213230150
180,,SRVV 7.62x39 AK muzzle brake & compensator,-16,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/4c/SRVV_7.62_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213230208
181,,TROY Claymore 5.56x45 muzzle brake for AR-15,-8,-2,+3,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/64/Claymore_Troy_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213235543
182,,Muzzle brake Keeno Arms SHREWD 7.62x51 for AR-10,-11,-1,+2,+4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/43/SHREWD_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213235600
183,,Muzzle brake Precision Armament M-11 7.62x51 for AR-10,-10,-1,+2,+1.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/10/M-11_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213234112
184,,Carbine brake for SIG MPX by TACCOM,-12,-1,+2,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/dc/TACCOM_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213234049
185,,Bulletec ST-6012 5.56x45 Flash hider for AR-15,-14,-1,+3,+1,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/93/ST-6012_Icon.PNG/revision/latest/scale-to-width-down/64?cb=20191102040348
186,,"Lantac ""Blast mitigation device"" 7.62x51",-8,-3,,+0.4,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/da/BMD_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213234101
187,,Nordic Corvette 7.62x51 muzzle brake for AR-10,-10,-1,+3,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/92/Corvette_7.62x51_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213232845
188,,Nordic Corvette 5.56x45 compensator for AR-15,-11,-1,+1,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/36/Corvette_5.56_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213232834
189,,Daniel Defense Wave Muzzle Brake 5.56x45,-9,-1,+1,-0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/16/Wave_MB_5.56_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213232913
190,,Daniel Defense Wave Muzzle Brake 7.62x51,-9,-1,+1,-0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/05/Wave_MB_7.62.png/revision/latest/scale-to-width-down/64?cb=20191213232859
191,,Thunder Beast 223CB Muzzle brake 5.56x45,-8.5,-2,+1,-1.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b0/223CB_Icon.PNG/revision/latest/scale-to-width-down/64?cb=20191102035902
192,,Thunder Beast 30CB Muzzle Brake 7.62x51,-9,-1,+1,-1.7,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d9/30_CB_Icon.png/revision/latest/scale-to-width-down/64?cb=20191213234031
193,,KAC QDC Flash suppressor kit 7.62x51 flash hider,-8,-1,+3,+1,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/af/KAC_QDC_Flash_supressor_kit_7.62x51_flash_hider_icon.png/revision/latest/scale-to-width-down/64?cb=20191229113433
194,,Orsis T-5000M muzzle brake,-9,-1,+1,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/17/Orsis_T-5000M_muzzle_break_icon.png/revision/latest/scale-to-width-down/64?cb=20191229114317
195,,Desert Tech .308 Flash hider,-8,-2,+1,+1,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f2/Desert_Tech_.308_FlashHider_icon.png/revision/latest/scale-to-width-down/64?cb=20191229115724
196,,Surefire FH556RC 5.56x45 Flash hider for AR-15,-8,-1,+3,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/fc/FH556RC_Icon.png/revision/latest/scale-to-width-down/64?cb=20200606094142
197,,Anarchy Outdoors Muzzle Brake .45 ACP,-14,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e8/Anarchy_Outdoors_Muzzle_Brake_.45_ACP_icon.png/revision/latest/scale-to-width-down/64?cb=20200729111357
198,,Regular RFB 7.62x51 Flash hider,-7,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/53/RFB_Flash_hider_icon.png/revision/latest/scale-to-width-down/64?cb=20201020111726
199,,"Ferfrans ""CRD"" 5.56x45",-8,-3,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/79/Ferfrans_CRD_icon.png/revision/latest/scale-to-width-down/64?cb=20201020142524
200,,Ferfrans Muzzle Brake 5.56x45,-9,-1,+1,,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/07/Ferfrans_Muzzle_Brake_icon.png/revision/latest/scale-to-width-down/64?cb=20201020143830
201,,JMAC RRD-4C 7.62x39 muzzle brake for AKM type thread,-20,-2,,+0.45,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/30/JMAC_RRD-4C_AKM_icon.png/revision/latest/scale-to-width-down/64?cb=20201020153403
202,,JMAC RRD-4C muzzle brake for AK-74 type thread,-19,-2,,+0.45,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5d/JMAC_RRD-4C_AK-74_icon.png/revision/latest/scale-to-width-down/64?cb=20201020154536
203,,SilencerCo AC-858 ASR .338 LM Muzzle brake,-10,-2,+1,+1,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/58/SilencerCo_AC-858_ASR_icon.png/revision/latest/scale-to-width-down/64?cb=20210127172326
204,,3-prong SIG Flash hider 7.62x51,-7,-1,,+1,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a6/3_Prong_SIG_Icon.png/revision/latest/scale-to-width-down/64?cb=20210107160738
205,,SIG micro brake muzzle brake 7.62x51,-8,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a6/Micro_thread_icon.png/revision/latest/scale-to-width-down/64?cb=20201224200502
206,,SIG Two Port brake muzzle brake 7.62x51,-11,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/26/SIG_Two_port_Icon.png/revision/latest/scale-to-width-down/64?cb=20210130113216
207,,KRISS Vector 9x19 Flash hider,-7,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a2/Vector_9x19muzzle_icon.png/revision/latest/scale-to-width-down/64?cb=20201224185742
208,,Kriss Vector .45 ACP Flash hider,-7,-1,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/cd/Vector45_flashhider_icon.png/revision/latest/scale-to-width-down/64?cb=20201224214416
209,,STM-9 9x19 muzzle brake,-9,-2,,+0.5,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5b/STM-9_std_MB_icon.png/revision/latest/scale-to-width-down/64?cb=20210330191238
